parameter,limmin,limmax,limminmax
S0,-32.025479535382544,2424.4166425576923,"(-32.03, 2424.42)"
S1,59.90445174231546,9271.562409591334,"(59.90, 9271.56)"
M0,5.990445174231546,927.1562409591346,"(5.99, 927.16)"
M1,5.990445174231546,927.1562409591346,"(5.99, 927.16)"
M6,11.980890348463092,1854.3124819182692,"(11.98, 1854.31)"
M7,-20.012739767691272,1208.2083212788461,"(-20.01, 1208.21)"
T0,-0.9603821930307391,35.88624963836546,"(-0.96, 35.89)"
T1,-0.33009554825768456,8.881562409591362,"(-0.33, 8.88)"
T2,0.35942671045389313,55.62937445754807,"(0.36, 55.63)"
