parameter,limmin,limmax,limminmax
S0,-31.930822488865722,54.79310614569943,"(-31.93, 54.79)"
S1,-32.9478325389735,55.20772419939796,"(-32.95, 55.21)"
M0,-207.3196138746882,211.20653913860093,"(-207.32, 211.21)"
M1,-199.3124148548125,202.38222101279928,"(-199.31, 202.38)"
M6,-17.720416019799156,18.186506779173396,"(-17.72, 18.19)"
M7,-18.477908888497428,19.016092815078082,"(-18.48, 19.02)"
T0,2.388917453151227,15.492842351359867,"(2.39, 15.49)"
T1,8.151124053563382,15.094204563896295,"(8.15, 15.09)"
T2,-33.820007634659504,35.66725330718576,"(-33.82, 35.67)"
