parameter,limmin,limmax,limminmax,limitCalc_succeeded
S0,-320.0948977169581,-319.90020620398036,"(-320.09, -319.90)",True
S1,-1020.5815680672074,-1019.3829710636056,"(-1020.58, -1019.38)",True
M0,-78.00049695181322,-77.99946798822752,"(-78.00, -78.00)",True
M1,-102.05564140890084,-101.94095080463359,"(-102.06, -101.94)",True
M6,-156.00099390362644,-155.99893597645504,"(-156.00, -156.00)",True
M7,-164.0619349553973,-163.9349360978082,"(-164.06, -163.93)",True
T0,-5.28007143164097,-5.279925203653415,"(-5.28, -5.28)",True
T1,-1.4110967952986433,-1.4088555088868315,"(-1.41, -1.41)",True
T2,-6.121871665637288,-6.118015124642437,"(-6.12, -6.12)",True
