parameter,limmin,limmax,limminmax,limitCalc_succeeded
S0,-137.15966348952196,137.15966348952196,"(-137.16, 137.16)",True
S1,-58.205951633134966,58.205951633134966,"(-58.21, 58.21)",True
M0,-1.345937299660654,1.345937299660654,"(-1.35, 1.35)",True
M1,-5.432126203468941,5.432126203468941,"(-5.43, 5.43)",True
M6,-2.691874599321308,2.691874599321308,"(-2.69, 2.69)",True
M7,-10.606374038084807,10.606374038084807,"(-10.61, 10.61)",True
T0,-0.22080598277161703,0.2208059827716179,"(-0.22, 0.22)",True
T1,-0.34715493234441813,0.34715493234441813,"(-0.35, 0.35)",True
T2,-0.6353326060148587,0.6353326060148587,"(-0.64, 0.64)",True
