parameter,limmin,limmax,limminmax
S0,-30.860593782196858,53.75059394413576,"(-30.86, 53.75)"
S1,-202.8481761220925,206.83467128731235,"(-202.85, 206.83)"
M0,-17.326763910088253,17.816125885929157,"(-17.33, 17.82)"
M1,-156.64448042788186,3.443223136775515,"(-156.64, 3.44)"
M6,-33.04241172463257,34.84718527185473,"(-33.04, 34.85)"
M7,-255.44154787946022,80.59530397662093,"(-255.44, 80.60)"
T0,-8.29760991785361,-1.7360838620551335,"(-8.30, -1.74)"
T1,4.036865762993457,0.28700354961453206,"(4.04, 0.29)"
T2,-0.6793990592658721,0.8871539028534986,"(-0.68, 0.89)"
