parameter,limmin,limmax,limminmax,limitCalc_succeeded
S0,-120.04753490097768,-119.9483681719151,"(-120.05, -119.95)",True
S1,-40.070887467498494,-39.9204128211516,"(-40.07, -39.92)",True
M0,32.990973855144254,33.01452153902639,"(32.99, 33.01)",True
M1,129.9858020922667,130.02635529577302,"(129.99, 130.03)",True
M6,65.98194771028851,66.02904307805278,"(65.98, 66.03)",True
M7,234.94270247981888,235.07962412268844,"(234.94, 235.08)",True
T0,5.398848951141542,5.402138426339121,"(5.40, 5.40)",True
T1,10.964710833926983,11.173013244362439,"(10.96, 11.17)",True
T2,16.986846341634436,17.02453908001565,"(16.99, 17.02)",True
